dataset,embodiment,text
bridge,widowx,move the yellow spatula to the right side of the burner
bridge,widowx,remove the L rectangle from the tower.
bridge,widowx,move green spatula to the left burner
bridge,widowx,move the shrimp to the upper left corner of the cooker
bridge,widowx,take the thing out of the drawer and place it on the right side of the table
bridge,widowx,Move the table cloth from center to the edge of the table.
bridge,widowx,Move the orange rag to the lower right side of the table.
bridge,widowx,covered the pot with the lid
bridge,widowx,move the spoon in between the burner
bridge,widowx,remove the cylinder in the table
bridge,widowx,Put the green handled utensil directly right of the sushi roll shape.
bridge,widowx,moved the blue cloth near the silver pot
bridge,widowx,pick up the red fork and place it on the right side of the pot
bridge,widowx,moved the red fork to the center of the table
bridge,widowx,move the lid to the upper left burner
bridge,widowx,put the maroon cylinder on top of the tower
bridge,widowx,Move the spoon to the left front side of the table.
bridge,widowx,take the carrot and put it in the silver pot.
bridge,widowx,Take the spoon and place it in the middle of the pot and capsicum.
bridge,widowx,put the cylinder on top of another cylinder
bridge,widowx,Place the cheese wedge in the colander
bridge,widowx,move the yellow object to the bottom side of the table.
bridge,widowx,Place the croissant on the blue towel
bridge,widowx,move red object to bottom left burner
bridge,widowx,Move the yellow spoon  between the pot and the mushroom
bridge,widowx,move the blue thing to the right side of the table
bridge,widowx,move the green rectangle right side of the table
bridge,widowx,move the yellow duckling stuffed toy to the top middle of the table
bridge,widowx,put the blue cube on top of the blue cube
bridge,widowx,old the fabric from top right to bottom left of the table
bridge,widowx,Put the spoon near the cans
bridge,widowx,move the blue cloth to the top right of the stove
bridge,widowx,place blue object on top of an object placed on table
bridge,widowx,moved the light blue brush to the left burner.
bridge,widowx,take the silver pot from the lower left side of the table to the upper center
bridge,widowx,Place the pan above the banana
bridge,widowx,move the silver pot with yellow bottle on the left top of the table
bridge,widowx,move the blue brush to the top left corner of the sink
bridge,widowx,place the green cloth on the left side of the basket
bridge,widowx,Move orange cloth behind the red fork with the eggplant
bridge,widowx,opened the lid of the steel pot and placed it on the green cloth
bridge,widowx,Move the pot to the back left.
bridge,widowx,Move the pot over the green cloth
bridge,widowx,Open the drawer a little bit
bridge,widowx,move the green spatula to the top right side of the table
bridge,widowx,Move the mushroom in front of tomato sauce cans.
bridge,widowx,move the red object out from the drawer and place it on the table beside red bell pepper.
bridge,widowx,Move silver pot from the corner to in front of the microwave.
bridge,widowx,move the red spoon in the lower side of the burner.
bridge,widowx,move the blue cloth from the center of the table to the top center of the table.
bridge,widowx,move the black and white object to the right  stove
bridge,widowx,Move the pepper to the lower right corner of table.
bridge,widowx,move the knife frome left side to right side
bridge,widowx,fold the cloth from the  right to the  left
bridge,widowx,pulls the door of the drawer and opens it
bridge,widowx,put the silver pot on the left top of the table
bridge,widowx,put the yellow rectangular block on top of the arch
bridge,widowx,transfer the tomato to the bottom right corner of the stove
bridge,widowx,folld the cloth from the top to bottom
bridge,widowx,Move the spoon to the right edge of the table.
bridge,widowx,put the pawn on the red cube
bridge,widowx,moved the pot in the upper left corner of the table
bridge,widowx,"breakdown the tower into individual blocks of colors yellow, red and green"
bridge,widowx,put the arch on top of the blue arch
bridge,widowx,move metal pot to upper middle of table
bridge,widowx,moves the silver lid to the lower right side of the table
bridge,widowx,put the siver pot in the middle of the table
bridge,widowx,moved the red fork to the top left corner of the stove
bridge,widowx,removed the green spatula from the front left burner and placed it in the middle of the stove
bridge,widowx,put the red and white object on the cloth in the top center of the table
bridge,widowx,Place the spoon near the top-left corner of the cloth.
bridge,widowx,put the purple object into the silver saucepan
bridge,widowx,Move the blue block to the right
bridge,widowx,Put the knife on the right side of the purple cloth
bridge,widowx,move the object to top right
bridge,widowx,place the blue fork at the bottom of the burner
bridge,widowx,mov the can to the bottom left of the table
bridge,widowx,take the yellow object and placed it near white object
bridge,widowx,put the  spatula in the left side of the buner
bridge,widowx,move the pot put on the yellow cloth back side peeler
bridge,widowx,put the blue cube on the bottom right cloth
bridge,widowx,pick up the carrot and place it on bottom right side of napkin
bridge,widowx,put the orange cloth to the bottom of the table
bridge,widowx,unfold the cloth from  left to bottom left
bridge,widowx,Move the yellow brush to in front of the yellow cloth.
bridge,widowx,Place the green pear on top of the orange towel
bridge,widowx,put the corn in the silver pot
bridge,widowx,move the red pepper between the orange towel and blue spatula
bridge,widowx,Move the spoon so it's above the pot.
bridge,widowx,put blue squar on top
bridge,widowx,unfold the cloth from left bottom to right top
bridge,widowx,move the can to the inferior right side of the table
bridge,widowx,Remove the blue cube from the tower and put it on top of the plus
bridge,widowx,Move the blue cloth to the front of the table
bridge,widowx,moves the yellow object to the upper left side of the table
bridge,widowx,Pick up the napkin and put it in front of the cans.
bridge,widowx,Move the spoon in front of the two cans
bridge,widowx,Place the brush down near the stove.
bridge,widowx,take the wood arch and put on top of the green arch
bridge,widowx,Move the cloth to the left of the bowl.
bridge,widowx,put the blue rectangular block on the cylinder
bridge,widowx,move chicken wings to the right side of the burner
bridge,widowx,move blue spoon closer to the wall
bridge,widowx,put the yellow object on the upper right of the stove
bridge,widowx,moved the blue object from the drawer
bridge,widowx,move the cloth from bottom to top on the table
bridge,widowx,move the cloth from bottom of table to top of table
bridge,widowx,move the yellow spoon above the silver pot
bridge,widowx,move the sause pan to left corner of the table
bridge,widowx,placed an orange thing on the table from the drawer
bridge,widowx,move the red object inside the silver pot
bridge,widowx,put strawberry between canned foods and bowl
bridge,widowx,Put the red fork on the lower right burner.
bridge,widowx,moved the blue fork to the left side of the table
bridge,widowx,pick red spoon from ble cloth and place it near banana
bridge,widowx,move the red fork to the left of the stove
bridge,widowx,lift the egg from the table and put it on top of the drawer
bridge,widowx,take the red fruit and put it in the drawer
bridge,widowx,Place the vessel on the orange cloth.
bridge,widowx,move the brown pot to the right side of the cloth
bridge,widowx,Move the blue spoon to the bottom right of the table.
bridge,widowx,move the basket to the right side of the table
bridge,widowx,move the corn from the pot and put next to spatula
bridge,widowx,Move the cloth to the center of the table's close edge.
bridge,widowx,move the cloth up and down
bridge,widowx,move the brown object from the bottom left side of the yellow cloth to the left side of the table
bridge,widowx,moved the yellow thing to the right
bridge,widowx,fold the fabric to the lift
bridge,widowx,move the blue brass from the  right burner and put below the burner
bridge,widowx,Place the chicken wing to the right of the pot
bridge,widowx,move the can between the silver pot and the orange cloth
bridge,widowx,place the blue object in the center of the two burners
bridge,widowx,Picked the green cube and placed it on top of the red cube
bridge,widowx,move the purple cloth to the lower right of the table
bridge,widowx,Place the fork on the front right corner of the green cloth.
bridge,widowx,move the blue spoon to the lower left burner
bridge,widowx,Moved the orange thing from the top of the box to the bottom side of the table
bridge,widowx,put green object to the cloth from left to top
bridge,widowx,move the yellow duck to the middle of the table
bridge,widowx,took the stuffed panda and put it inside the pot
bridge,widowx,Put the yellow cloth in the white basket
bridge,widowx,Move the mushroom to the left side of the pot
bridge,widowx,Place the metal pot on top of the orange cloth.
bridge,widowx,Move the green chip to the lower side to the right of the length
bridge,widowx,move the orange cloth to the top of the right burner
bridge,widowx,moved the blue spoon to the bottom left burner
bridge,widowx,put the blue triangle on top of the red arch.
bridge,widowx,move the white object to the middle left side of the table
bridge,widowx,takes the plastic fork and puts it on the green cloth
bridge,widowx,Move the towel to the bottom of the table
bridge,widowx,fold the bottom right fabric towards the center of the table
bridge,widowx,put the blue fork on the bottom right burner
bridge,widowx,remove the blue object from the right bunner
bridge,widowx,pick red spoon and palce again on the same place
bridge,widowx,Place the red spoon near the steel pan.
bridge,widowx,Place the sushi on top of the orange towel
bridge,widowx,put the can above the upper left side of the red spoon
bridge,widowx,move the light blue object to the top of the drawer
bridge,widowx,cerrar el cajon
bridge,widowx,moved the purple sponge from left corner to middle bottom of the table
bridge,widowx,unfold the cloth from top right  to bottom left
bridge,widowx,move the blue spoon to the middle bottom of the table
bridge,widowx,wipe the table with a blue cloth and then put it back
bridge,widowx,moved the blue figure on the top edge of the cloth and placed it on the table
bridge,widowx,put basket in front of the dryer
bridge,widowx,move the purple cloth top left corner
bridge,widowx,put the green cloth on the middle of the table
bridge,widowx,put the orange cloth on the table
bridge,widowx,picks a fork spoon
bridge,widowx,Pick up the bowl and put it close to the bottom left hand corner of the table.
bridge,widowx,Put the white mushroom on the top drawer
bridge,widowx,move the red cube from top of wood cylinder to the left side of the green pyramid
bridge,widowx,put the brown roller on top the cube
bridge,widowx,place the red spoon on right edge of the table.
bridge,widowx,fold the clothes from the right side and pack it into the center
bridge,widowx,unfold the cloth from the bottom right to top left
bridge,widowx,Put the spoon on the left edge of the table.
bridge,widowx,Place the silver pot to the left of the orange cloth.
bridge,widowx,move the red object to the lower right side of the table
bridge,widowx,Move the green cloth to in front of the cans
bridge,widowx,fires a silver pan between the burners
bridge,widowx,fold the orange cloth from the left bottom to the right top
bridge,widowx,Move the blue cloth to the right of the red spoon
bridge,widowx,place the yellow image on top of the cloth
bridge,widowx,moved the wooden spatula from the top of the yellow basket and put it  inside
bridge,widowx,put the silver lid on top of the pot
bridge,widowx,put the white and black object on the blue cloth
bridge,widowx,Move the red chili pepper to the bottom left corner of table.
bridge,widowx,Place the pear on to the brown cloth
bridge,widowx,put the white block on top of the red one
bridge,widowx,move the yellow knife to the lower center of the table
bridge,widowx,moved the yellow knife between the burner and the sink
bridge,widowx,Move the red spoon to the lower right of the table
bridge,widowx,move arch just little bit
bridge,widowx,grab the yellow object and put it inside the drawer
bridge,widowx,move the blue napkin to under the spoon
bridge,widowx,Place the red spoon to the left of the silver pot.
bridge,widowx,push the can to upper right side of the table
bridge,widowx,move the green pepper to the lower right side of table
bridge,widowx,PICK UP THE BOTTLE AND PUT NEAR YELLOW TOWEL
bridge,widowx,put the green triangle on top of the red arch
bridge,widowx,take the green rectangle block and put it above the green cube
bridge,widowx,put the red apple inside the silver bowl in the middle of the burner
bridge,widowx,Move the cloth to the bottom left corner.
bridge,widowx,Lift the toy potato sitting in the silver pot on the upper left side of the stove. Pick it up and move the right side and down. Place it on the orange square at the lower right side of the stove.
bridge,widowx,put the gray toy inside the drawer
bridge,widowx,folded the cloth from the left to the right
bridge,widowx,move the green spatula to the lower left side of the table
bridge,widowx,unfolded the cloth from bottom right to top left
bridge,widowx,move the blue cloth to the bottom right of the kitchen
bridge,widowx,remove the cube with hole from the cylinder
bridge,widowx,Move the blue fork to the far left edge of the table
bridge,widowx,remove the cube from the tower and put it in the right side of the table
bridge,widowx,move the banana to the upper middle side of the table
bridge,widowx,PICK UP THE CAPSICUM AND PLACE INTO THE VESSEL
bridge,widowx,put the red block to the top of the green block
bridge,widowx,Place the eggplant in the saucepan
bridge,widowx,Move the red egg from the bowl to the far left corner.
bridge,widowx,placed the yellow object inside the pot
bridge,widowx,move the silver to the right burner
bridge,widowx,Open the lid of the pot and put it in the table
bridge,widowx,Pick up the mushroom and move it next to the silver pot
bridge,widowx,Move the yellow duck to the lower right side of the table
bridge,widowx,move the green object inside the silver bow
bridge,widowx,Move the yellow cloth and place it behind the sushi
bridge,widowx,"Move spoon to left of pot, yellow cloth."
bridge,widowx,Remove the blue rectangle from the cylinder and put it on the tower
bridge,widowx,move the silver pot between the burners
bridge,widowx,Move the pot to the towel.
bridge,widowx,take the red object out of the drawer and put it on the lower left side of the table
bridge,widowx,Move mushroom to the left of the blue napkin.
bridge,widowx,put the cylinder on top of the cube with hole
bridge,widowx,"Place the blue-handled spoon between the pot and cloth, but closer to the pot."
bridge,widowx,move the silver pot lid to the top of the silver pot
bridge,widowx,move the pot near the left edge of the table
bridge,widowx,Move the blue cloth from one side of the table to the other side near the edge
bridge,widowx,fold the cloth from right bottom to upper left
bridge,widowx,moved the green fork from the right bottom burner to the left bottom burner
bridge,widowx,put the red polygon on top of the blue cube and then place on the left side of wood pyramid
bridge,widowx,Put the carrot on the lower left side of the table
bridge,widowx,Place the spoon on the back left corner of the table
bridge,widowx,Move the carrot to the right side front of the board.
bridge,widowx,put the pink toy to the lower left side of the table
bridge,widowx,put the cube with a hole on to the top of the yellow cube.
bridge,widowx,move the small can to the bottom left of the stove
bridge,widowx,Moved red Chilie off cloth to top left of table
bridge,widowx,move the red object from the top of the blue object
bridge,widowx,move to the counterpart of the can
bridge,widowx,Put the green triangle at the top of the cube
bridge,widowx,move the can to the center left side of the table
bridge,widowx,moved the blue arc to the left side of the silver pot
bridge,widowx,Move the yellow thing to the front left burner
bridge,widowx,move the cloth to left top of the table
bridge,widowx,put white block on top of square block with a hole
bridge,widowx,put the red fork above the blue cloth
bridge,widowx,Put the spoon with the metal part on the napkin.
bridge,widowx,move the cloth to left corner side of the table
bridge,widowx,move the blue spatula between the cloth and the blue toy
bridge,widowx,move the cloth from end to center
bridge,widowx,Place the pan on the far edge of the table
bridge,widowx,place the red pepper on top of the right knob of the stove
bridge,widowx,Move the mushroom to the right of the spoon
bridge,widowx,Slide the yellow cloth to the back left corner.
bridge,widowx,poner la cuchara cerca de la olla
bridge,widowx,put the yellow towel at the bottom of the left burner
bridge,widowx,take the blue thing in the drawer and put to the lower right side of the table
bridge,widowx,put the pot on the edge of right side of the stove
bridge,widowx,placed the red spoon on top of the basket
bridge,widowx,Move the blue brush to upper side of the stove next to yellow cloth
bridge,widowx,Put the blue fork between the bottom right and bottom left burners.
bridge,widowx,Move the pot to the lower left corner.
bridge,widowx,take the blue brush and put it on the lower left side of the burner
bridge,widowx,Put the napkin under the bottle.
bridge,widowx,moved the green cloth to the left of the table
bridge,widowx,place the brush into the vessel
bridge,widowx,move the small can to the upper side of the table
bridge,widowx,move the orange fork on top of the cloth of the right side burner
bridge,widowx,pick up the cucumber and place it on top of the drawer
bridge,widowx,move the silver pot from the middle of the table to the upper side of it
bridge,widowx,move the brash to the middle lower side of the table
bridge,widowx,take the grape and put it inside the pan
bridge,widowx,Pick the bowl and put near the wall
bridge,widowx,move the silver  pot to the upper right  of table
bridge,widowx,Place the spoon in the middle bottom part of the table.
bridge,widowx,Put pot on top of orange toewl
bridge,widowx,move the purple towel to the left end of the table
bridge,widowx,Put the brush on the towel.
bridge,widowx,put the blue arch on top of the green arch
bridge,widowx,Place the green pear inside the pot
bridge,widowx,put the yellow towel into the washing machine
bridge,widowx,Put the sushi roll into the pot.
bridge,widowx,Fold the cloth from the bottom to top
bridge,widowx,move vessel diagonally from top to bottom
bridge,widowx,pick the vessel from left side of the table and put it down on right side
bridge,widowx,Move the yellow cube to the left of the green towel.
bridge,widowx,Pick up the pot and move it to the left side of the counter in front of the blue brush.
bridge,widowx,move the red block from the tower then remove the yellow block from the tower
bridge,widowx,took the yellow spoon and moved it to the right of the wooden table.
bridge,widowx,put the corn in the drawer
bridge,widowx,Taking out the yellow cloth out of the washing machine
bridge,widowx,move the green pepper to the middle of the table in front of the drawer
bridge,widowx,put the cylinder on top of the rectangular block
bridge,widowx,put the green spatula above the orange pot
bridge,widowx,moved the cloth to the right bottom corner of the burner
bridge,widowx,Move the chicken leg to front edge of counter below purple cloth
bridge,widowx,Move the apple and put it behind the spoon.
bridge,widowx,Put the red box on the table
bridge,widowx,Pick up the sausage and place it on the orange cloth
bridge,widowx,put the white arch on the left side of the table
bridge,widowx,put the silver pot on top of the right burner
bridge,widowx,move the white object to the top of the left side of the table
bridge,widowx,Place the blue towel to the left of the green spatula
bridge,widowx,Move the pot to the back right of the table.
bridge,widowx,HOLD A RED OBJECT
bridge,widowx,move the blue spoon to the bottom corner of the burners
bridge,widowx,moved the blue towel to the right side of the burner
bridge,widowx,moved the silver pot over the yellow towel
bridge,widowx,move the green cloth between something blue and yellow
bridge,widowx,Place the pot on the cloth
bridge,widowx,Moved a silver pan to the bottom right of the right burner
bridge,widowx,Move the cloth close to the fork.
bridge,widowx,Put the square with a hole above the white rectangle block
bridge,widowx,moved the orange cloth to the upper left side of the burner
bridge,widowx,Move the yellow spoon to the left of the pot
bridge,widowx,move the white arch near the green and yellow cubes
bridge,widowx,put the silver lid on top of the yellow towel
bridge,widowx,Put the spoon to the front corner of the table
bridge,widowx,Take the blue cloth from the basket and put it in the washing machine
bridge,widowx,Moved the blue brush to right buner
bridge,widowx,Move the croissant to the lower right side of the stove
bridge,widowx,take the blue battery out of the drawer and put it on the table
bridge,widowx,move the yellow pepper to the silver pot
bridge,widowx,move the red object near the silver ware
bridge,widowx,move the yellow cloth and put in the left side of the burner
bridge,widowx,put knife on towel
bridge,widowx,remove the can on the table
bridge,widowx,move the yellow cloth to the bottom side on the table
bridge,widowx,move the silver pot to the middle part of the table
bridge,widowx,move the silver pot to the lower left of the table
bridge,widowx,Place the blue handled fork on the front left of the table.
bridge,widowx,Put the bowl onto the cloth.
bridge,widowx,remove the blue cube from the tower and put it on top of the red cube
bridge,widowx,move the small can to the top of the left side
bridge,widowx,Move the pot and place it just above the broccoli.
bridge,widowx,put the pink glass on the silver bowl
bridge,widowx,Put a white stamp in to the drawer
bridge,widowx,Move a red object and place it on the upper left of the table
bridge,widowx,Move the mushroom onto the blue cloth
bridge,widowx,unfold the bag from left to right
bridge,widowx,put the yellow pepper on the left burner
bridge,widowx,Move the spoon so that the handle in pointed toward the can of tomato sauce.
bridge,widowx,place the silver pot in the lower right corner of the table
bridge,widowx,put the blue object into the drawer
bridge,widowx,Pick up the pot and place it in front of the purple cloth
bridge,widowx,move the blue cloth to the left side of table
bridge,widowx,Upload video 1 (Indoor lighting
bridge,widowx,PICK UP THE SPOON AND PUT ANOTHER SIDE OF TABLE
bridge,widowx,Move the pot to the left of the towel.
bridge,widowx,moved the green cloth near the silver pot on the right of the burner
bridge,widowx,take the blue fox move the thing from the middle to the right side of the table
bridge,widowx,Move the can in the lower left side of the burner
bridge,widowx,move the grey can to the right side of the stove
bridge,widowx,Move the yellow towel behind the pot with the pickle
bridge,widowx,move the yellow object on top of the drawer to the left side of the table
bridge,widowx,take the yellow brush out of the pot and put it in the sink
bridge,widowx,Pick up the salmon and place it on the yellow cloth
bridge,widowx,move the green spatula to the left burner
bridge,widowx,move the red spoon to the middle of the table
bridge,widowx,moved the broccoli between the left side burners
bridge,widowx,move the thick rectangular block from the right to the left of the cube with a hole
bridge,widowx,Put the product on the table
bridge,widowx,take the purple item and place it inside the silver pot
bridge,widowx,take the Shushi out of the pot and put it on center of the table
bridge,widowx,move the purple cloth to the left burner
bridge,widowx,put the lid on the silver pot in the left side of table
bridge,widowx,Move the fork to the right of the spoon.
bridge,widowx,move the brush to the upper left corner of the stove
bridge,widowx,picked the red arch and put it on the right side of the table
bridge,widowx,place of the cucumber between vessel and spatula.
bridge,widowx,took the blue spoon and put it on the orange towel
bridge,widowx,Move red fork right and over pan on top of yellow cloth
bridge,widowx,move the blue card to the right
bridge,widowx,Move the yellow object far edge of the table.
bridge,widowx,move the orange cloth the bottom left corner of the table
bridge,widowx,moved a bowl to the left corner of the table
bridge,widowx,Put mushroom in pot laying down.
bridge,widowx,take the green arch from the tower and put it on the table
bridge,widowx,Push the pan to the back of the counter
bridge,widowx,fold the cloth from right to left to cover the white figure
bridge,widowx,move the white-red toy to the center of the table
bridge,widowx,put the sushi on the top of the drawer
bridge,widowx,take the yellow cloth from the basket and put it on the table
bridge,widowx,move the silver pot on the right side of the table
bridge,widowx,move the spatula left side to  right side blue cloth
bridge,widowx,Move mushroom and place it inside of the pot.
bridge,widowx,moved the can on the left side of the blue towel
bridge,widowx,move the lid to the top right burner
bridge,widowx,Pick up the blue fork and place it between the blue cloth and the pan
bridge,widowx,put the block on top of the  tower
bridge,widowx,move the red object to the upper left of the burner
bridge,widowx,Move the eggplant to the top-left corner of the table.
bridge,widowx,move the white toy to the middle of the table
bridge,widowx,move the cloth from top to bottom
bridge,widowx,fold the cloth from bottom right of stove to the middle
bridge,widowx,move the zucchini to the middle of the stove
bridge,widowx,put the corn in to the silver pot
bridge,widowx,pick green doll from center of table and place it on the left corner of the table
bridge,widowx,Put the spoon to the left of the blue cloth
bridge,widowx,moved spoon on top of the cloth
bridge,widowx,moved the object to the middle top edge of the table
bridge,widowx,move the can in the lower side of the right burner
bridge,widowx,Move the yellow spoon to the other side of the silver pot.
bridge,widowx,move the stuffed toy to the left side of the table
bridge,widowx,put white rectangle on top of the red arch
bridge,widowx,Move the blue brush to the bottom left corner of the table.
bridge,widowx,Place the lemon directly below the towel.
bridge,widowx,move the wood elongated pyramid on top of the yellow cube
bridge,widowx,move the chees to the right side of the table
bridge,widowx,move the yellow object to the upper side of the table
bridge,widowx,take the red spoon and placed it on the stove
bridge,widowx,cloth is folded from left to right
bridge,widowx,put the brown basket in the silver pot at the bottom right burner
bridge,widowx,Moved the brown cylinder from left side of the table to the right side of the table
bridge,widowx,Pick up the egg and place it on the far right corner of the table
bridge,widowx,Place the red spoon on the green cloth.
bridge,widowx,Place the mushroom into the pan.
bridge,widowx,put the apple in the drawer
bridge,widowx,remove the cloth from the top
bridge,widowx,take the red pepper and put it on the uper left of the table
bridge,widowx,move the yellow corn between the stove and sink
bridge,widowx,move the pot to the back of the counter
bridge,widowx,Put the carrot under the orange cloth on the edge
bridge,widowx,Moove the cheese out of pan and place it onto the table.
bridge,widowx,move the green corn from the back right side to the front left side of the table
bridge,widowx,Put the blue toy in fron of the yellow napkin.
bridge,widowx,moves the ribbon from left of the cloth to top
bridge,widowx,Move the orange cloth to the right side of the pan
bridge,widowx,take the eggplant out of the pot and put it on the left burner
bridge,widowx,moved the silver pot to the bottom left side of the table
bridge,widowx,put the towel between the microwave and can
bridge,widowx,moved the ladle to the right side of the table
bridge,widowx,Moved the white pot on the the lower left side of the stove
bridge,widowx,move silver pot from left corner to top left corner of the burner
bridge,widowx,Move the spoon to the front of the red and white can
bridge,widowx,move the blue towel on the right side of white basket
bridge,widowx,put the blue rectangular block on the top of the red arch
bridge,widowx,flip the arch position to the down.
bridge,widowx,Move red figure from top center of table to bottom left of cloth
bridge,widowx,put the blue towel inside the white basket
bridge,widowx,move the green cloth to the lower part of table in front of tin
bridge,widowx,Set the spatula on the counter’s front centre.
bridge,widowx,put the silver pan lid on the lower right burner
bridge,widowx,move the white object to the upper middle of the table
bridge,widowx,Take the yellow thing and put it on the top side between the stove and the sink
bridge,widowx,Move the yellow spoon behind the silver pot.
bridge,widowx,fix the top left of the cloth
bridge,widowx,Moves the egg from the pot onto the yellow napkin.
bridge,widowx,moved the basket further right
bridge,widowx,Move the blue tall to in front of the red fork and up against the brick wall.
bridge,widowx,Bring the spatula to the front edge.
bridge,widowx,fold cloth from top left to the middle
bridge,widowx,Put the red arc on top of the yellow prism
bridge,widowx,Put the white red toy in the cabinet
bridge,widowx,pick up yellow duck and move it to the upper right of the table
bridge,widowx,move the green spatula to the left side of the table
bridge,widowx,move the red fork to the top of the buttom left burner
bridge,widowx,put the green arch and put it on the top of the other green arch
bridge,widowx,Place the blue cloth near the right front corner of the table.
bridge,widowx,Move the pot between the pepper and microwave.
bridge,widowx,place an orange fork on top of an orange handkerchief
bridge,widowx,Pick up and move the pot to the front center of the table.
bridge,widowx,move the yellow object to the upper right of the burner
bridge,widowx,move a purple cloth from the right to the left of the table
bridge,widowx,move the red fork between the silver pot and blue cloth
bridge,widowx,unfolds the cloth from top left to bottom right
bridge,widowx,Put the silver pan on top of the green cloth
bridge,widowx,move the silver object over the blue cloth
bridge,widowx,Move orange cloth to right back corner of counter
bridge,widowx,put the red fork to the top of the right burner
bridge,widowx,Moved silver pot to the left side of the can
bridge,widowx,Take the blue rabbit and put it in the middle bottom side of the stove
bridge,widowx,open  the drawer
bridge,widowx,keep blue spoon on the yellow cloth
bridge,widowx,move the green cloth to the top of the table
bridge,widowx,Put blue spoon on the left edge of stove by silver bowl
bridge,widowx,Move the red fork to the opposite side of the green napkin
bridge,widowx,moved the silver pot on top of the blue cloth
bridge,widowx,move the cloth to the right top of stove
bridge,widowx,move the spatula into the sink
bridge,widowx,fold the cloth from top left to the right
bridge,widowx,Place the chicken wing on the blue cloth.
bridge,widowx,move the white basket to right side of the table
bridge,widowx,move vessel on the green cloth towards left on the corner of the table
bridge,widowx,Grab the cloth and move it to the left
bridge,widowx,put the pink object in the silver bowl
bridge,widowx,put the green item in a pot
bridge,widowx,put blue rectangle on top of green arch
bridge,widowx,move the silver mixing bowl to bottom left of burner
bridge,widowx,move the silver pot to the top edge of the blue towel
bridge,widowx,Move the towel to the front right side of the table
bridge,widowx,hghrhgifu hjgdhz ggh vgf vghfd gffd dd ijjlj regfreg  gg  ththr thh hth hh rg gre
bridge,widowx,Move the toy from the vessel and put it on the towel
bridge,widowx,Move the spoon to the left of the pan.
bridge,widowx,put the blue arch in middle of the table
bridge,widowx,Put the pot on the yellow cloth.
bridge,widowx,Place the white rectangular block on top of the arch
bridge,widowx,put the purple cloth in the basket
bridge,widowx,put the yellow pepper on the bottom left burner
bridge,widowx,move the sushi to the top right side of the table
bridge,widowx,move the orange towel to the right side of the table
bridge,widowx,fold from bottom right to top right
bridge,widowx,drag the cloth down the left burner
bridge,widowx,deplacer le croissant dont l'objet plastic rouge
bridge,widowx,Put the pot on the bottom left.
bridge,widowx,Move the orange cloth to the far left edge of the table
bridge,widowx,move the stuffed toy in front of the microwave
bridge,widowx,move the cube on left of the table
bridge,widowx,move the silver lid to the top left corner of the table
bridge,widowx,pick up the yellow cloth from the table and placed it on the grey thing above
bridge,widowx,put the red arch on the top of the yellow rectangular block
bridge,widowx,moving the hand and standby.
bridge,widowx,move the silver pot to the upper right corner of the stove
bridge,widowx,Put the bowl on the top left side of the purple cloth
bridge,widowx,Place the lobster to the right of the green cloth.
bridge,widowx,Place the scrub brush behind the pan.
bridge,widowx,move the orange carrot to the left side of the yellow corn
bridge,widowx,Move the spoon from the utencils ruck to the pot in the sink
bridge,widowx,Move the cloth under the pan.
bridge,widowx,Put the pan on the upper right side of the blue spoon
bridge,widowx,fold the fabric from right to left
bridge,widowx,move vessel diagonally from bottom to top towards left
bridge,widowx,Put the red cube top of the tray angle
bridge,widowx,put the two rectangular sticks on the two cubes
bridge,widowx,put green spoon inside silver bowl
bridge,widowx,Place the mushroom inside of the metal pot
bridge,widowx,Move the blue brush onto the black towel.
bridge,widowx,fold fabric top left to bottom right
bridge,widowx,Place the silver pot on top of the orange cloth.
bridge,widowx,move the yellow cloth to the left in the middle of the table
bridge,widowx,took the silver pot and put it on the middle of the stove.
bridge,widowx,move the silver pot below the orange cloth and banana
bridge,widowx,Move the blue cloth to the right of the silver pot.
bridge,widowx,move the yellow object to top left side of the table
bridge,widowx,move the white basket to the right side
bridge,widowx,Move the green cloth in the centre of the table.
bridge,widowx,put the circular object in the rod
bridge,widowx,Move the greencloth behind the pot with the peeler
bridge,widowx,Place the spatula next to the blue cloth
bridge,widowx,is preparing the fire to put the pot.
bridge,widowx,Move the cloth from right to left
bridge,widowx,push the gray can/tin to top left of the stove
bridge,widowx,Move the blue cloth in front of the microwave.
bridge,widowx,Move the cheese to the right of the blue brush.
bridge,widowx,Take the lid and put it back in the pan
bridge,widowx,Place the blue cube on the top left burner.
bridge,widowx,move blue spoon from top left burner and put on top right burner
bridge,widowx,touch the green eraser below
bridge,widowx,pick the blue figure on the left edge of the cloth
bridge,widowx,move the square block to the top of the blue arch.
bridge,widowx,Put the green the cube at the top of the blue cube
bridge,widowx,move the corn to the right side of the stove
bridge,widowx,moved the white thing to the top of the drawer
bridge,widowx,put the arc on the tower
bridge,widowx,Fold the cloth from the bottom left to the center
bridge,widowx,moved the silver pot to the left of the stove
bridge,widowx,Place the sushi roll behind the blue fork
bridge,widowx,put the teddy in the drawer
bridge,widowx,Move the rag to the empty edge of the table.
bridge,widowx,Move the cup near the blue table cloth.
bridge,widowx,move the grey square to the upper middle of the burner
bridge,widowx,get out and move the yellow colored object from the silver pot
bridge,widowx,replace the grapes from the pan to the towel
bridge,widowx,Move to the left side. Pick up the toy cheese sitting in the pot. Lift it up and move to the right. Place the cheese on top of the orange burner on the right side of the stove.
bridge,widowx,take the silver pot closer to the lower middle right corner of the table
